,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2018-06-22,53.00952911376953,58.90107345581055,24.499778747558594,66.6241683959961,67.15182495117188,45.501747131347656,43.64128875732422,78.21756744384766,105.96751403808594
2018-06-25,52.18522644042969,57.717559814453125,24.23731231689453,65.7800064086914,65.75757598876953,45.730873107910156,44.363624572753906,77.49923706054688,103.66387939453125
2018-06-26,52.3845100402832,58.44648742675781,24.15586280822754,66.02774047851562,66.02313995361328,45.536991119384766,44.415218353271484,77.2597885131836,104.40635681152344
2018-06-27,52.2214469909668,59.23024368286133,23.857189178466797,65.49554443359375,65.12207794189453,45.44005584716797,44.630210876464844,76.60588836669922,103.05464172363281
2018-06-28,52.42073059082031,59.15188980102539,24.065351486206055,65.58732604980469,65.91881561279297,45.44005584716797,44.61300277709961,76.70721435546875,103.86377716064453
2018-06-29,52.60190200805664,59.520259857177734,24.065351486206055,65.72494506835938,65.8903579711914,45.41361618041992,44.68179702758789,76.8637466430664,104.04463958740234
2018-07-02,52.321083068847656,58.642425537109375,24.183008193969727,65.87178039550781,66.4783935546875,45.149227142333984,44.999961853027344,77.10321044921875,104.18743133544922
2018-07-03,52.23051071166992,59.01080322265625,23.965797424316406,65.66071319580078,65.691162109375,45.25498580932617,45.12895202636719,77.28741455078125,103.66387939453125
2018-07-05,52.68342208862305,58.94810104370117,24.02010154724121,65.98186492919922,66.62068176269531,45.880714416503906,45.3697395324707,78.08863830566406,104.17791748046875
2018-07-06,52.94611740112305,59.30864334106445,24.137758255004883,66.21125030517578,67.3984146118164,46.021724700927734,45.72231674194336,79.21222686767578,104.99656677246094
2018-07-09,53.41716003417969,60.194313049316406,24.689842224121094,67.44078063964844,67.91058349609375,45.845455169677734,44.31202697753906,79.79241943359375,106.25308990478516
2018-07-10,53.87007141113281,60.64105987548828,24.599334716796875,67.65182495117188,68.07183837890625,46.391868591308594,44.73338317871094,80.09634399414062,106.4815444946289
2018-07-11,52.9642333984375,59.35566711425781,24.48167610168457,66.54157257080078,67.80626678466797,46.24203872680664,45.1375617980957,79.46089935302734,106.23406219482422
2018-07-12,53.09105682373047,59.45754623413086,24.526933670043945,67.3215103149414,68.87803649902344,46.18035125732422,45.17195129394531,80.34502410888672,106.93846893310547
2018-07-13,53.06388473510742,59.77106857299805,24.41832733154297,67.67017364501953,68.80216217041016,46.47999572753906,45.1805534362793,80.49236297607422,107.17644500732422
2018-07-16,52.63813018798828,59.081336975097656,24.85274887084961,67.3949203491211,68.64093017578125,46.25967025756836,45.1375617980957,80.00425720214844,107.44297790527344
2018-07-17,53.32656478881836,58.84621047973633,24.879899978637695,67.66099548339844,69.15310668945312,46.65625762939453,45.10315704345703,80.4463119506836,107.54769134521484
