,account_value,date,daily_return,datadate
264,913482.2385290142,2023-01-23,0.0044121572990929,2023-01-23
265,915942.356400108,2023-01-24,0.0026931206402605,2023-01-24
266,911754.7812078472,2023-01-25,-0.0045718763446196,2023-01-25
267,914311.7429426188,2023-01-26,0.0028044401712754,2023-01-26
268,915565.4616331096,2023-01-27,0.0013712157807967,2023-01-27
269,911429.2602842328,2023-01-30,-0.0045176467682597,2023-01-30
270,918634.7465040204,2023-01-31,0.0079056999086692,2023-01-31
271,921515.3831327434,2023-02-01,0.0031357801777973,2023-02-01
272,924792.8591306682,2023-02-02,0.0035566156115407,2023-02-02
273,917706.9498327252,2023-02-03,-0.0076621583179221,2023-02-03
274,918885.8021680828,2023-02-06,0.0012845629376267,2023-02-06
275,919962.8529294964,2023-02-07,0.0011721268941933,2023-02-07
276,913285.4452756878,2023-02-08,-0.0072583448696273,2023-02-08
277,905994.373258781,2023-02-09,-0.007983344150093,2023-02-09
278,914235.5189268108,2023-02-10,0.0090962437640613,2023-02-10
279,919789.0898344036,2023-02-13,0.0060745516801972,2023-02-13
280,917349.8317335123,2023-02-14,-0.0026519754668217,2023-02-14
281,922032.7636022564,2023-02-15,0.0051048484523015,2023-02-15
282,914935.195438194,2023-02-16,-0.0076977396511739,2023-02-16
283,921282.4310743328,2023-02-17,0.0069373608839029,2023-02-17
284,904338.4105024332,2023-02-21,-0.0183917765067337,2023-02-21
285,901902.5076490398,2023-02-22,-0.0026935744684781,2023-02-22
286,902481.5569311138,2023-02-23,0.0006420309037429,2023-02-23
287,899686.7857694621,2023-02-24,-0.0030967626320866,2023-02-24
288,901912.6931882856,2023-02-27,0.0024740914883167,2023-02-27
289,894769.7051671977,2023-02-28,-0.0079198220349212,2023-02-28
290,891271.6051694866,2023-03-01,-0.0039094975807852,2023-03-01
291,904063.9395162578,2023-03-02,0.0143529023841599,2023-03-02
292,916033.2053396832,2023-03-03,0.0132394018832668,2023-03-03
293,916745.3487723004,2023-03-06,0.0007774209804469,2023-03-06
294,903693.7640402446,2023-03-07,-0.0142368704128515,2023-03-07
295,907691.6947348248,2023-03-08,0.0044239883616172,2023-03-08
296,896705.7530386577,2023-03-09,-0.0121031642791183,2023-03-09
297,895809.0967155071,2023-03-10,-0.0009999448761337,2023-03-10
298,895834.8759574505,2023-03-13,2.87776067890988e-05,2023-03-13
299,895818.6698966594,2023-03-14,-1.809045531264708e-05,2023-03-14
300,895647.8776382061,2023-03-15,-0.0001906549441228,2023-03-15
301,895631.6381240459,2023-03-16,-1.813158336627652e-05,2023-03-16
302,895391.5166175456,2023-03-17,-0.0002681029747935,2023-03-17
303,895732.4873550029,2023-03-20,0.0003808063077761,2023-03-20
304,895652.0057113261,2023-03-21,-8.985008896400526e-05,2023-03-21
305,895602.981771812,2023-03-22,-5.473547672707468e-05,2023-03-22
306,895493.5950126261,2023-03-23,-0.0001221375558279,2023-03-23
307,895952.1688941568,2023-03-24,0.0005120906325679,2023-03-24
308,896201.8392936318,2023-03-27,0.0002786648753618,2023-03-27
309,896456.2115768045,2023-03-28,0.000283833699084,2023-03-28
310,897628.2102943034,2023-03-29,0.0013073686169648,2023-03-29
311,897909.7522307963,2023-03-30,0.000313650945084,2023-03-30
312,899153.7238837809,2023-03-31,0.0013854083329578,2023-03-31
313,898915.2942313761,2023-04-03,-0.0002651711782661,2023-04-03
314,897167.2212630839,2023-04-04,-0.0019446470423968,2023-04-04
